Nombre,Equipo,Liga,Fecha de Fichaje,Contrato hasta,Fecha de Nacimiento,Lugar de Nacimiento,Nacionalidad,Altura,Posición,Selección,Partidos Internacionales,Goles,Valor de Mercado,Última Revisión,Pie,Agente,Proveedor
Lionel Messi,Inter Miami,MLS,15/07/2023,31/12/2025,24/06/1987 (37),Rosario,Argentina,"1,70 m",Extremo derecho,Selección no encontrada,187,109,"30,00 mill. €",13/06/2024,izquierdo,Miembro de su familia,adidas
